"","x"
"6079","no"
"6080","no"
"6081","no"
"6082","yes"
"6083","no"
"6084","no"
"6085","no"
"6086","no"
"6087","yes"
"6088","no"
"6089","no"
"6090","no"
"6091","no"
"6092","yes"
"6093","no"
"6094","no"
"6095","no"
"6096","no"
"6097","no"
"6098","no"
"6099","no"
"6100","no"
"6101","no"
"6102","no"
"6103","no"
"6104","no"
"6105","no"
"6106","no"
"6107","no"
"6108","no"
"6109","no"
"6110","no"
"6111","no"
"6112","no"
"6113","no"
"6114","no"
"6115","no"
"6116","no"
"6117","no"
"6118","no"
"6119","no"
"6120","yes"
"6121","no"
"6122","no"
"6123","no"
"6124","no"
"6125","no"
"6126","no"
"6127","no"
"6128","no"
"6129","no"
"6130","no"
"6131","no"
"6132","no"
"6133","no"
"6134","no"
"6135","no"
"6136","no"
"6137","yes"
"6138","no"
"6139","no"
"6140","no"
"6141","no"
"6142","no"
"6143","no"
"6144","no"
"6145","no"
"6146","no"
"6147","no"
"6148","no"
"6149","no"
"6150","no"
"6151","no"
"6152","no"
"6153","no"
"6154","no"
"6155","no"
"6156","no"
"6157","no"
"6158","no"
"6159","no"
"6160","no"
"6161","no"
"6162","no"
"6163","no"
"6164","no"
"6165","no"
"6166","no"
"6167","no"
"6168","no"
"6169","no"
"6170","no"
"6171","no"
"6172","no"
"6173","no"
"6174","no"
"6175","no"
"6176","no"
"6177","no"
"6178","no"
"6179","no"
"6180","yes"
"6181","no"
"6182","no"
"6183","no"
"6184","no"
"6185","no"
"6186","no"
"6187","no"
"6188","no"
"6189","yes"
"6190","no"
"6191","yes"
"6192","no"
"6193","no"
"6194","yes"
"6195","yes"
"6196","no"
"6197","yes"
"6198","no"
"6199","no"
"6200","yes"
"6201","no"
"6202","no"
"6203","yes"
"6204","no"
"6205","no"
"6206","no"
"6207","yes"
"6208","yes"
"6209","yes"
"6210","no"
"6211","no"
"6212","yes"
"6213","yes"
"6214","yes"
"6215","no"
"6216","no"
"6217","no"
"6218","yes"
"6219","no"
"6220","no"
"6221","no"
"6222","no"
"6223","no"
"6224","no"
"6225","no"
"6226","no"
"6227","no"
"6228","no"
"6229","no"
"6230","no"
"6231","no"
"6232","no"
"6233","no"
"6234","no"
"6235","yes"
"6236","no"
"6237","yes"
"6238","no"
"6239","no"
"6240","no"
"6241","yes"
"6242","no"
"6243","no"
"6244","no"
"6245","yes"
"6246","yes"
"6247","no"
"6248","no"
"6249","no"
"6250","no"
"6251","no"
"6252","no"
"6253","no"
"6254","yes"
"6255","no"
"6256","no"
"6257","no"
"6258","no"
"6259","no"
"6260","no"
"6261","no"
"6262","no"
"6263","no"
"6264","no"
"6265","no"
"6266","no"
"6267","no"
"6268","no"
"6269","no"
"6270","no"
"6271","no"
"6272","yes"
"6273","no"
"6274","no"
"6275","yes"
"6276","no"
"6277","yes"
"6278","no"
"6279","no"
"6280","no"
"6281","no"
"6282","yes"
"6283","no"
"6284","no"
"6285","no"
"6286","no"
"6287","no"
"6288","no"
"6289","yes"
"6290","no"
"6291","no"
"6292","no"
"6293","no"
"6294","no"
"6295","no"
"6296","no"
"6297","no"
"6298","no"
"6299","no"
"6300","no"
"6301","no"
"6302","no"
"6303","no"
"6304","no"
"6305","no"
"6306","no"
"6307","no"
"6308","no"
"6309","no"
"6310","no"
"6311","no"
"6312","no"
"6313","no"
"6314","no"
"6315","yes"
"6316","no"
"6317","no"
"6318","no"
"6319","no"
"6320","no"
"6321","yes"
"6322","yes"
"6323","no"
"6324","no"
"6325","yes"
"6326","yes"
"6327","no"
"6328","no"
"6329","no"
"6330","no"
"6331","no"
"6332","no"
"6333","no"
"6334","no"
"6335","no"
"6336","no"
"6337","no"
"6338","no"
"6339","no"
"6340","no"
"6341","yes"
"6342","no"
"6343","yes"
"6344","no"
"6345","no"
"6346","no"
"6347","no"
"6348","no"
"6349","no"
"6350","no"
"6351","no"
"6352","yes"
"6353","yes"
"6354","no"
"6355","no"
"6356","no"
"6357","no"
"6358","no"
"6359","no"
"6360","no"
"6361","no"
"6362","no"
"6363","no"
"6364","yes"
"6365","yes"
"6366","no"
"6367","no"
"6368","no"
"6369","no"
"6370","no"
"6371","yes"
"6372","no"
"6373","no"
"6374","yes"
"6375","yes"
"6376","no"
"6377","yes"
"6378","no"
"6379","no"
"6380","no"
"6381","no"
"6382","no"
"6383","no"
"6384","no"
"6385","no"
"6386","no"
"6387","no"
"6388","no"
"6389","no"
"6390","no"
"6391","no"
"6392","no"
"6393","no"
"6394","no"
"6395","no"
"6396","no"
"6397","no"
"6398","no"
"6399","no"
"6400","no"
"6401","no"
"6402","yes"
"6403","no"
"6404","no"
"6405","no"
"6406","no"
"6407","no"
"6408","no"
"6409","no"
"6410","yes"
"6411","no"
"6412","no"
"6413","no"
"6414","yes"
"6415","no"
"6416","no"
"6417","no"
"6418","no"
"6419","no"
"6420","no"
"6421","no"
"6422","no"
"6423","yes"
"6424","no"
"6425","no"
"6426","no"
"6427","no"
"6428","yes"
"6429","no"
"6430","no"
"6431","no"
"6432","no"
"6433","yes"
"6434","no"
"6435","yes"
"6436","no"
"6437","yes"
"6438","no"
"6439","no"
"6440","no"
"6441","no"
"6442","no"
"6443","no"
"6444","no"
"6445","no"
"6446","no"
"6447","no"
"6448","no"
"6449","no"
"6450","no"
"6451","yes"
"6452","no"
"6453","yes"
"6454","no"
"6455","no"
"6456","no"
"6457","no"
"6458","no"
"6459","no"
"6460","no"
"6461","no"
"6462","no"
"6463","no"
"6464","yes"
"6465","no"
"6466","no"
"6467","yes"
"6468","no"
"6469","no"
"6470","no"
"6471","no"
"6472","no"
"6473","no"
"6474","no"
"6475","no"
"6476","no"
"6477","no"
"6478","no"
"6479","no"
"6480","no"
"6481","no"
"6482","no"
"6483","no"
"6484","no"
"6485","no"
"6486","no"
"6487","no"
"6488","no"
"6489","no"
"6490","no"
"6491","no"
"6492","no"
"6493","no"
"6494","no"
"6495","no"
"6496","no"
"6497","no"
"6498","no"
"6499","no"
"6500","no"
"6501","no"
"6502","no"
"6503","no"
"6504","no"
"6505","no"
"6506","no"
"6507","no"
"6508","no"
"6509","yes"
"6510","no"
"6511","no"
"6512","no"
"6513","no"
"6514","no"
"6515","no"
"6516","no"
"6517","no"
"6518","no"
"6519","no"
"6520","no"
"6521","no"
"6522","no"
"6523","no"
"6524","no"
"6525","yes"
"6526","no"
"6527","yes"
"6528","yes"
"6529","no"
"6530","no"
"6531","no"
"6532","no"
"6533","no"
"6534","yes"
"6535","no"
"6536","yes"
"6537","no"
"6538","yes"
"6539","no"
"6540","no"
"6541","yes"
"6542","no"
"6543","no"
"6544","no"
"6545","no"
"6546","no"
"6547","no"
"6548","no"
"6549","no"
"6550","no"
"6551","no"
"6552","no"
"6553","no"
"6554","no"
"6555","no"
"6556","no"
"6557","no"
"6558","no"
"6559","no"
"6560","no"
"6561","no"
"6562","no"
"6563","no"
"6564","no"
"6565","no"
"6566","no"
"6567","no"
"6568","no"
"6569","yes"
"6570","no"
"6571","no"
"6572","no"
"6573","no"
"6574","no"
"6575","no"
"6576","no"
"6577","no"
"6578","no"
"6579","no"
"6580","no"
"6581","no"
"6582","no"
"6583","yes"
"6584","no"
"6585","no"
"6586","no"
"6587","no"
"6588","no"
"6589","no"
"6590","no"
"6591","yes"
"6592","no"
"6593","yes"
"6594","no"
"6595","no"
"6596","no"
"6597","no"
"6598","no"
"6599","no"
"6600","no"
"6601","no"
"6602","no"
"6603","no"
"6604","no"
"6605","no"
"6606","no"
"6607","no"
"6608","no"
"6609","no"
"6610","no"
"6611","no"
"6612","no"
"6613","no"
"6614","no"
"6615","no"
"6616","no"
"6617","no"
"6618","no"
"6619","no"
"6620","no"
"6621","no"
"6622","no"
"6623","no"
"6624","yes"
"6625","no"
"6626","no"
"6627","no"
"6628","no"
"6629","no"
"6630","no"
"6631","no"
"6632","no"
"6633","no"
"6634","no"
"6635","no"
"6636","no"
"6637","no"
"6638","no"
"6639","no"
"6640","no"
"6641","no"
"6642","yes"
"6643","no"
"6644","no"
"6645","yes"
"6646","no"
"6647","no"
"6648","no"
"6649","no"
"6650","no"
"6651","no"
"6652","no"
"6653","no"
"6654","no"
"6655","no"
"6656","no"
"6657","no"
"6658","no"
"6659","no"
"6660","no"
"6661","no"
"6662","yes"
"6663","no"
"6664","no"
"6665","no"
"6666","no"
"6667","no"
"6668","no"
"6669","yes"
"6670","no"
"6671","no"
"6672","no"
"6673","yes"
"6674","no"
"6675","no"
"6676","yes"
"6677","no"
"6678","no"
"6679","no"
"6680","yes"
"6681","yes"
"6682","no"
"6683","no"
"6684","no"
"6685","no"
"6686","no"
"6687","no"
"6688","no"
"6689","no"
"6690","yes"
"6691","no"
"6692","no"
"6693","no"
"6694","no"
"6695","no"
"6696","no"
"6697","no"
"6698","no"
"6699","no"
"6700","no"
"6701","yes"
"6702","no"
"6703","no"
"6704","no"
"6705","no"
"6706","no"
"6707","no"
"6708","yes"
"6709","no"
"6710","no"
"6711","no"
"6712","no"
"6713","no"
"6714","yes"
"6715","no"
"6716","no"
"6717","no"
"6718","no"
"6719","no"
"6720","yes"
"6721","yes"
"6722","no"
"6723","no"
"6724","no"
"6725","no"
"6726","no"
"6727","yes"
"6728","no"
"6729","no"
"6730","no"
"6731","no"
"6732","no"
"6733","no"
"6734","no"
"6735","no"
"6736","no"
"6737","no"
"6738","no"
"6739","no"
"6740","no"
"6741","no"
"6742","no"
"6743","yes"
"6744","no"
"6745","no"
"6746","no"
"6747","no"
"6748","no"
"6749","no"
"6750","no"
"6751","yes"
"6752","no"
"6753","no"
"6754","no"
"6755","no"
"6756","no"
"6757","no"
"6758","no"
"6759","no"
"6760","no"
"6761","no"
"6762","no"
"6763","no"
"6764","no"
"6765","no"
"6766","no"
"6767","yes"
"6768","no"
"6769","no"
"6770","no"
"6771","no"
"6772","no"
"6773","no"
"6774","no"
"6775","no"
"6776","yes"
"6777","no"
"6778","no"
"6779","yes"
"6780","no"
"6781","no"
"6782","no"
"6783","yes"
"6784","no"
"6785","yes"
"6786","no"
"6787","no"
"6788","no"
"6789","no"
"6790","no"
"6791","no"
"6792","no"
"6793","no"
"6794","no"
"6795","no"
"6796","no"
"6797","no"
"6798","no"
"6799","no"
"6800","no"
"6801","no"
"6802","no"
"6803","no"
"6804","no"
"6805","no"
"6806","no"
"6807","no"
"6808","no"
"6809","no"
"6810","no"
"6811","no"
"6812","no"
"6813","no"
"6814","no"
"6815","no"
"6816","no"
"6817","no"
"6818","no"
"6819","no"
"6820","no"
"6821","no"
"6822","no"
"6823","no"
"6824","no"
"6825","no"
"6826","no"
"6827","no"
"6828","no"
"6829","no"
"6830","no"
"6831","no"
"6832","no"
"6833","no"
"6834","no"
"6835","no"
"6836","no"
"6837","no"
"6838","no"
"6839","no"
"6840","no"
"6841","no"
"6842","no"
"6843","no"
"6844","no"
"6845","no"
"6846","no"
"6847","no"
"6848","no"
"6849","yes"
"6850","no"
"6851","no"
"6852","no"
"6853","no"
"6854","no"
"6855","no"
"6856","no"
"6857","no"
"6858","no"
"6859","no"
"6860","no"
"6861","no"
"6862","no"
"6863","no"
"6864","no"
"6865","no"
"6866","no"
"6867","no"
"6868","no"
"6869","yes"
"6870","no"
"6871","no"
"6872","no"
"6873","no"
"6874","no"
"6875","no"
"6876","no"
"6877","yes"
"6878","no"
"6879","no"
"6880","no"
"6881","no"
"6882","no"
"6883","no"
"6884","no"
"6885","no"
"6886","no"
"6887","no"
"6888","no"
"6889","no"
"6890","no"
"6891","no"
"6892","no"
"6893","no"
"6894","no"
"6895","no"
"6896","no"
"6897","no"
"6898","no"
"6899","no"
"6900","no"
"6901","yes"
"6902","no"
"6903","no"
"6904","no"
"6905","no"
"6906","no"
"6907","no"
"6908","no"
"6909","no"
"6910","no"
"6911","no"
"6912","no"
"6913","no"
"6914","no"
"6915","no"
"6916","no"
"6917","no"
"6918","no"
"6919","no"
"6920","no"
"6921","no"
"6922","no"
"6923","no"
"6924","yes"
"6925","yes"
"6926","no"
"6927","no"
"6928","no"
"6929","no"
"6930","yes"
"6931","no"
"6932","yes"
"6933","no"
"6934","no"
"6935","no"
"6936","no"
"6937","no"
"6938","no"
"6939","no"
"6940","no"
"6941","no"
"6942","no"
"6943","no"
"6944","no"
"6945","no"
"6946","yes"
"6947","yes"
"6948","no"
"6949","no"
"6950","no"
"6951","no"
"6952","no"
"6953","no"
"6954","no"
"6955","no"
"6956","no"
"6957","no"
"6958","no"
"6959","yes"
"6960","no"
"6961","no"
"6962","no"
"6963","no"
"6964","no"
"6965","no"
"6966","no"
"6967","no"
"6968","no"
"6969","no"
"6970","no"
"6971","no"
"6972","no"
"6973","no"
"6974","no"
"6975","no"
"6976","no"
"6977","yes"
"6978","no"
"6979","no"
"6980","no"
"6981","no"
"6982","yes"
"6983","no"
"6984","no"
"6985","no"
"6986","yes"
"6987","no"
"6988","no"
"6989","no"
"6990","no"
"6991","no"
"6992","no"
"6993","no"
"6994","no"
"6995","no"
"6996","no"
"6997","no"
"6998","no"
"6999","no"
"7000","no"
"7001","no"
"7002","no"
"7003","no"
"7004","no"
"7005","no"
"7006","no"
"7007","no"
"7008","no"
"7009","no"
"7010","yes"
"7011","no"
"7012","yes"
"7013","no"
"7014","no"
"7015","no"
"7016","no"
"7017","no"
"7018","no"
"7019","no"
"7020","no"
"7021","yes"
"7022","no"
"7023","no"
"7024","no"
"7025","no"
"7026","no"
"7027","no"
"7028","no"
"7029","no"
"7030","no"
"7031","no"
"7032","no"
"7033","no"
"7034","no"
"7035","no"
"7036","no"
"7037","no"
"7038","no"
"7039","no"
"7040","no"
"7041","no"
"7042","no"
"7043","no"
"7044","no"
"7045","no"
"7046","no"
"7047","no"
"7048","no"
"7049","no"
"7050","no"
"7051","no"
"7052","no"
"7053","yes"
"7054","no"
"7055","no"
"7056","no"
"7057","no"
"7058","no"
"7059","no"
"7060","no"
"7061","no"
"7062","no"
"7063","no"
"7064","no"
"7065","no"
"7066","no"
"7067","no"
"7068","no"
"7069","no"
"7070","no"
"7071","no"
"7072","yes"
"7073","no"
"7074","no"
"7075","no"
"7076","no"
"7077","no"
"7078","no"
"7079","no"
"7080","no"
"7081","no"
"7082","no"
"7083","no"
"7084","no"
"7085","no"
"7086","no"
"7087","no"
"7088","no"
"7089","no"
"7090","no"
"7091","no"
"7092","no"
"7093","no"
"7094","no"
"7095","no"
"7096","no"
"7097","yes"
"7098","no"
"7099","no"
"7100","no"
"7101","no"
"7102","no"
"7103","no"
"7104","no"
"7105","no"
"7106","no"
"7107","no"
"7108","no"
"7109","no"
"7110","no"
"7111","no"
"7112","no"
"7113","no"
"7114","no"
"7115","no"
"7116","no"
"7117","yes"
"7118","no"
"7119","no"
"7120","no"
"7121","no"
"7122","no"
"7123","no"
"7124","yes"
"7125","no"
"7126","no"
"7127","no"
"7128","no"
"7129","no"
"7130","no"
"7131","no"
"7132","no"
"7133","no"
"7134","no"
"7135","no"
"7136","no"
"7137","no"
"7138","no"
"7139","no"
"7140","no"
"7141","no"
"7142","no"
"7143","no"
"7144","no"
"7145","yes"
"7146","no"
"7147","no"
"7148","no"
"7149","no"
"7150","no"
"7151","no"
"7152","no"
"7153","no"
"7154","yes"
"7155","no"
"7156","no"
"7157","no"
"7158","no"
"7159","no"
"7160","no"
"7161","no"
"7162","no"
"7163","no"
"7164","no"
"7165","no"
"7166","no"
"7167","no"
"7168","no"
"7169","no"
"7170","no"
"7171","no"
"7172","no"
"7173","no"
"7174","no"
"7175","no"
"7176","no"
"7177","no"
"7178","no"
"7179","no"
"7180","no"
"7181","no"
"7182","no"
"7183","no"
"7184","no"
"7185","no"
"7186","no"
"7187","no"
"7188","no"
"7189","no"
"7190","no"
"7191","no"
"7192","no"
"7193","no"
"7194","no"
"7195","no"
"7196","no"
"7197","no"
"7198","no"
"7199","no"
"7200","no"
"7201","no"
"7202","no"
"7203","no"
"7204","no"
"7205","no"
"7206","no"
"7207","no"
"7208","no"
"7209","no"
"7210","no"
"7211","no"
"7212","no"
"7213","no"
"7214","yes"
"7215","no"
"7216","no"
"7217","no"
"7218","no"
"7219","no"
"7220","no"
"7221","yes"
"7222","no"
"7223","no"
"7224","yes"
"7225","no"
"7226","yes"
"7227","no"
"7228","no"
"7229","no"
"7230","no"
"7231","no"
"7232","no"
"7233","no"
"7234","no"
"7235","no"
"7236","no"
"7237","no"
"7238","no"
"7239","no"
"7240","no"
"7241","no"
"7242","no"
"7243","no"
"7244","no"
"7245","no"
"7246","no"
"7247","no"
"7248","no"
"7249","no"
"7250","no"
"7251","no"
"7252","yes"
"7253","yes"
"7254","yes"
"7255","no"
"7256","yes"
"7257","no"
"7258","no"
"7259","no"
"7260","no"
"7261","yes"
"7262","no"
"7263","no"
"7264","no"
"7265","yes"
"7266","no"
"7267","yes"
"7268","no"
"7269","no"
"7270","yes"
"7271","no"
"7272","no"
"7273","no"
"7274","no"
"7275","no"
"7276","no"
"7277","no"
"7278","yes"
"7279","yes"
"7280","no"
"7281","no"
"7282","no"
"7283","yes"
"7284","no"
"7285","no"
"7286","no"
"7287","no"
"7288","no"
"7289","no"
"7290","no"
"7291","no"
"7292","no"
"7293","no"
"7294","no"
"7295","no"
"7296","no"
"7297","no"
"7298","no"
"7299","no"
"7300","no"
"7301","no"
"7302","no"
"7303","no"
"7304","no"
"7305","no"
"7306","no"
"7307","no"
"7308","no"
"7309","no"
"7310","no"
"7311","no"
"7312","no"
"7313","yes"
"7314","no"
"7315","no"
"7316","no"
"7317","no"
"7318","no"
"7319","no"
"7320","no"
"7321","no"
"7322","no"
"7323","no"
"7324","no"
"7325","no"
"7326","no"
"7327","no"
"7328","no"
"7329","no"
"7330","yes"
"7331","no"
"7332","no"
"7333","yes"
"7334","no"
"7335","yes"
"7336","no"
"7337","no"
"7338","no"
"7339","no"
"7340","yes"
"7341","no"
"7342","no"
"7343","no"
"7344","yes"
"7345","no"
"7346","no"
"7347","yes"
"7348","no"
"7349","no"
"7350","no"
"7351","no"
"7352","yes"
"7353","no"
"7354","no"
"7355","no"
"7356","yes"
"7357","no"
"7358","no"
"7359","no"
"7360","no"
"7361","no"
"7362","no"
"7363","yes"
"7364","no"
"7365","no"
"7366","no"
"7367","no"
"7368","no"
"7369","no"
"7370","no"
"7371","yes"
"7372","no"
"7373","no"
"7374","no"
"7375","no"
"7376","yes"
"7377","yes"
"7378","no"
"7379","no"
"7380","no"
"7381","no"
"7382","no"
"7383","no"
"7384","no"
"7385","no"
"7386","no"
"7387","yes"
"7388","no"
"7389","no"
"7390","no"
"7391","no"
"7392","no"
"7393","no"
"7394","yes"
"7395","no"
"7396","no"
"7397","no"
"7398","yes"
"7399","no"
"7400","no"
"7401","no"
"7402","yes"
"7403","yes"
"7404","no"
"7405","no"
"7406","no"
"7407","no"
"7408","no"
"7409","yes"
"7410","no"
"7411","no"
"7412","no"
"7413","yes"
"7414","no"
"7415","no"
"7416","no"
"7417","no"
"7418","no"
"7419","no"
"7420","no"
"7421","no"
"7422","no"
"7423","no"
"7424","no"
"7425","no"
"7426","no"
"7427","no"
"7428","no"
"7429","no"
"7430","no"
"7431","no"
"7432","no"
"7433","no"
"7434","no"
"7435","no"
"7436","yes"
"7437","no"
"7438","no"
"7439","yes"
"7440","no"
"7441","no"
"7442","no"
"7443","no"
"7444","no"
"7445","no"
"7446","no"
"7447","no"
"7448","no"
"7449","no"
"7450","no"
"7451","no"
"7452","no"
"7453","yes"
"7454","no"
"7455","no"
"7456","no"
"7457","no"
"7458","no"
"7459","yes"
"7460","no"
"7461","no"
"7462","no"
"7463","no"
"7464","no"
"7465","no"
"7466","no"
"7467","yes"
"7468","no"
"7469","no"
"7470","no"
"7471","no"
"7472","no"
"7473","no"
"7474","yes"
"7475","yes"
"7476","no"
"7477","no"
"7478","no"
"7479","no"
"7480","yes"
"7481","no"
"7482","no"
"7483","no"
"7484","no"
"7485","no"
"7486","no"
"7487","no"
"7488","no"
"7489","no"
"7490","no"
"7491","no"
"7492","no"
"7493","no"
"7494","no"
"7495","no"
"7496","no"
"7497","no"
"7498","no"
"7499","no"
"7500","yes"
"7501","no"
"7502","no"
"7503","no"
"7504","no"
"7505","no"
"7506","no"
"7507","no"
"7508","no"
"7509","no"
"7510","no"
"7511","no"
"7512","no"
"7513","no"
"7514","no"
"7515","no"
"7516","no"
"7517","no"
"7518","no"
"7519","no"
"7520","no"
"7521","no"
"7522","no"
"7523","no"
"7524","no"
"7525","yes"
"7526","no"
"7527","no"
"7528","no"
"7529","no"
"7530","no"
"7531","yes"
"7532","no"
"7533","no"
"7534","no"
"7535","yes"
"7536","no"
"7537","no"
"7538","no"
"7539","no"
"7540","no"
"7541","no"
"7542","no"
"7543","no"
"7544","no"
"7545","no"
"7546","no"
"7547","no"
"7548","no"
"7549","no"
"7550","no"
"7551","no"
"7552","no"
"7553","no"
"7554","yes"
"7555","no"
"7556","no"
"7557","no"
"7558","no"
"7559","no"
"7560","no"
"7561","no"
"7562","no"
"7563","no"
"7564","no"
"7565","yes"
"7566","yes"
"7567","no"
"7568","yes"
"7569","no"
"7570","no"
"7571","no"
"7572","no"
"7573","no"
"7574","no"
"7575","no"
"7576","no"
"7577","yes"
"7578","no"
"7579","no"
"7580","yes"
"7581","no"
"7582","no"
"7583","no"
"7584","no"
"7585","no"
"7586","no"
"7587","no"
"7588","no"
"7589","no"
"7590","no"
"7591","no"
"7592","no"
"7593","yes"
"7594","no"
"7595","no"
"7596","no"
"7597","no"
"7598","yes"
"7599","no"
"7600","no"
"7601","yes"
"7602","no"
"7603","no"
"7604","no"
"7605","no"
"7606","no"
"7607","no"
"7608","no"
"7609","no"
"7610","no"
"7611","no"
"7612","no"
"7613","no"
"7614","no"
"7615","no"
"7616","yes"
"7617","no"
"7618","no"
"7619","no"
"7620","no"
"7621","no"
"7622","no"
"7623","no"
"7624","no"
"7625","yes"
"7626","no"
"7627","yes"
"7628","no"
"7629","yes"
"7630","no"
"7631","no"
"7632","no"
"7633","no"
"7634","no"
"7635","no"
"7636","no"
"7637","no"
"7638","no"
"7639","no"
"7640","yes"
"7641","no"
"7642","no"
"7643","no"
"7644","no"
"7645","no"
"7646","no"
"7647","no"
"7648","no"
"7649","no"
"7650","no"
"7651","no"
"7652","no"
"7653","no"
"7654","no"
"7655","no"
"7656","no"
"7657","no"
"7658","no"
"7659","no"
"7660","no"
"7661","no"
"7662","yes"
"7663","no"
"7664","no"
"7665","no"
"7666","no"
"7667","no"
"7668","no"
"7669","no"
"7670","no"
"7671","yes"
"7672","no"
"7673","no"
"7674","no"
"7675","yes"
"7676","no"
"7677","yes"
"7678","no"
"7679","no"
"7680","no"
"7681","no"
"7682","no"
"7683","no"
"7684","no"
"7685","yes"
"7686","no"
"7687","no"
"7688","no"
"7689","no"
"7690","no"
"7691","yes"
"7692","no"
"7693","no"
"7694","yes"
"7695","no"
"7696","yes"
"7697","yes"
"7698","no"
"7699","no"
"7700","no"
"7701","no"
"7702","no"
"7703","no"
"7704","no"
"7705","no"
"7706","no"
"7707","no"
"7708","yes"
"7709","no"
"7710","no"
"7711","yes"
"7712","no"
"7713","no"
"7714","no"
"7715","yes"
"7716","no"
"7717","no"
"7718","yes"
"7719","no"
"7720","no"
"7721","no"
"7722","no"
"7723","yes"
"7724","no"
"7725","no"
"7726","no"
"7727","no"
"7728","no"
"7729","no"
"7730","yes"
"7731","no"
"7732","no"
"7733","no"
"7734","no"
"7735","no"
"7736","yes"
"7737","no"
"7738","yes"
"7739","no"
"7740","yes"
"7741","no"
"7742","no"
"7743","no"
"7744","no"
"7745","yes"
"7746","no"
"7747","no"
"7748","no"
"7749","no"
"7750","no"
"7751","no"
"7752","no"
"7753","no"
"7754","no"
"7755","no"
"7756","no"
"7757","yes"
"7758","no"
"7759","no"
"7760","no"
"7761","no"
"7762","no"
"7763","no"
"7764","no"
"7765","no"
"7766","no"
"7767","no"
"7768","no"
"7769","no"
"7770","no"
"7771","no"
"7772","no"
"7773","yes"
"7774","yes"
"7775","no"
"7776","no"
"7777","no"
"7778","no"
"7779","no"
"7780","no"
"7781","yes"
"7782","yes"
"7783","no"
"7784","no"
"7785","no"
"7786","no"
"7787","yes"
"7788","no"
"7789","yes"
"7790","no"
"7791","no"
"7792","no"
"7793","no"
"7794","yes"
"7795","no"
"7796","yes"
"7797","no"
"7798","no"
"7799","no"
"7800","yes"
"7801","no"
"7802","yes"
"7803","no"
"7804","yes"
"7805","yes"
"7806","no"
"7807","yes"
"7808","no"
"7809","no"
"7810","yes"
"7811","no"
"7812","no"
"7813","no"
"7814","no"
"7815","no"
"7816","no"
"7817","no"
"7818","no"
"7819","no"
"7820","no"
"7821","yes"
"7822","yes"
"7823","no"
"7824","yes"
"7825","no"
"7826","no"
"7827","no"
"7828","yes"
"7829","no"
"7830","yes"
"7831","no"
"7832","no"
"7833","no"
"7834","no"
"7835","no"
"7836","no"
"7837","no"
"7838","no"
"7839","yes"
"7840","yes"
"7841","no"
"7842","no"
"7843","no"
"7844","no"
"7845","yes"
"7846","no"
"7847","no"
"7848","yes"
"7849","yes"
"7850","no"
"7851","no"
"7852","no"
"7853","no"
"7854","no"
"7855","no"
"7856","no"
"7857","no"
"7858","yes"
"7859","no"
"7860","no"
"7861","no"
"7862","no"
"7863","yes"
"7864","yes"
"7865","no"
"7866","no"
"7867","no"
"7868","no"
"7869","no"
"7870","no"
"7871","no"
"7872","no"
"7873","no"
"7874","no"
"7875","no"
"7876","yes"
"7877","no"
"7878","yes"
"7879","yes"
"7880","no"
"7881","no"
"7882","no"
"7883","no"
"7884","yes"
"7885","no"
"7886","no"
"7887","no"
"7888","no"
"7889","no"
"7890","no"
"7891","no"
"7892","yes"
"7893","no"
"7894","no"
"7895","no"
"7896","yes"
"7897","no"
"7898","no"
"7899","no"
"7900","yes"
"7901","no"
"7902","no"
"7903","no"
"7904","yes"
"7905","no"
"7906","no"
"7907","yes"
"7908","no"
"7909","no"
"7910","no"
"7911","no"
"7912","no"
"7913","no"
"7914","no"
"7915","yes"
"7916","no"
"7917","no"
"7918","no"
"7919","no"
"7920","no"
"7921","no"
"7922","no"
"7923","no"
"7924","no"
"7925","no"
"7926","no"
"7927","no"
"7928","no"
"7929","no"
"7930","no"
"7931","no"
"7932","no"
"7933","no"
"7934","no"
"7935","no"
"7936","no"
"7937","no"
"7938","yes"
"7939","no"
"7940","no"
"7941","no"
"7942","no"
"7943","no"
"7944","no"
"7945","no"
"7946","no"
"7947","yes"
"7948","no"
"7949","no"
"7950","no"
"7951","no"
"7952","no"
"7953","no"
"7954","no"
"7955","yes"
"7956","no"
"7957","no"
"7958","yes"
"7959","no"
"7960","no"
"7961","no"
"7962","no"
"7963","no"
"7964","no"
"7965","no"
"7966","no"
"7967","no"
"7968","no"
"7969","yes"
"7970","no"
"7971","no"
"7972","yes"
"7973","no"
"7974","no"
"7975","no"
"7976","no"
"7977","no"
"7978","no"
"7979","no"
"7980","no"
"7981","no"
"7982","yes"
"7983","no"
"7984","no"
"7985","no"
"7986","no"
"7987","yes"
"7988","no"
"7989","no"
"7990","no"
"7991","no"
"7992","no"
"7993","no"
"7994","no"
"7995","no"
"7996","no"
"7997","no"
"7998","no"
"7999","no"
"8000","no"
"8001","no"
"8002","no"
"8003","no"
"8004","yes"
"8005","no"
"8006","no"
"8007","no"
"8008","no"
"8009","no"
"8010","no"
"8011","yes"
"8012","no"
"8013","no"
"8014","yes"
"8015","no"
"8016","no"
"8017","no"
"8018","no"
"8019","no"
"8020","no"
"8021","no"
"8022","no"
"8023","no"
"8024","no"
"8025","no"
"8026","no"
"8027","no"
"8028","yes"
"8029","no"
"8030","no"
"8031","no"
"8032","no"
"8033","yes"
"8034","no"
"8035","yes"
"8036","no"
"8037","no"
"8038","no"
"8039","no"
"8040","yes"
"8041","no"
